id,functional,functional needs repair,non functional,prob_repair_needed,prob_repair_needed_people
20745,0.88,0.04,0.08,0.12,0.0
72485,0.0,0.0,1.0,1.0,60.0
53890,0.37,0.0,0.63,0.63,259.56
62984,0.92,0.06,0.02,0.08,64.96000000000001
56024,0.96,0.0,0.04,0.04,20.0
64958,0.54,0.26,0.2,0.46,257.6
36386,0.52,0.06,0.42,0.48,0.0
12970,0.98,0.0,0.02,0.02,0.0
63672,0.35,0.0,0.65,0.65,0.0
1545,0.67,0.01,0.32,0.33,132.0
68416,0.08,0.0,0.92,0.92,0.92
53929,0.34,0.04,0.62,0.66,44.22
59291,0.8,0.02,0.18,0.19999999999999998,0.0
20931,0.83,0.14,0.03,0.17,9.520000000000001
18781,0.82,0.13,0.05,0.18,0.0
15430,0.64,0.0,0.36,0.36,0.0
54042,0.97,0.0,0.03,0.03,0.0
56896,0.04,0.04,0.92,0.9600000000000001,0.0
2579,1.0,0.0,0.0,0.0,0.0
65982,0.0,0.0,1.0,1.0,0.0
8486,0.9,0.08,0.02,0.1,100.0
15871,0.0,0.0,1.0,1.0,1.0
36433,0.77,0.06,0.17,0.23,0.0
65239,0.01,0.0,0.99,0.99,0.0
42513,1.0,0.0,0.0,0.0,0.0
63248,1.0,0.0,0.0,0.0,0.0
2959,1.0,0.0,0.0,0.0,0.0
64833,0.82,0.01,0.17,0.18000000000000002,126.00000000000001
54346,0.82,0.05,0.13,0.18,0.18
12284,0.42,0.0,0.58,0.58,0.0
18056,0.64,0.1,0.26,0.36,76.67999999999999
9415,0.47,0.25,0.28,0.53,0.0
10574,0.68,0.08,0.24,0.32,67.2
67761,0.66,0.01,0.33,0.34,0.0
2413,0.93,0.01,0.06,0.06999999999999999,0.0
60358,0.84,0.16,0.0,0.16,0.0
72803,0.98,0.0,0.02,0.02,5.0
71644,0.61,0.01,0.38,0.39,0.39
43929,0.53,0.02,0.45,0.47000000000000003,0.47000000000000003
23370,0.85,0.12,0.03,0.15,0.0
38121,0.16,0.01,0.83,0.84,0.0
71352,0.93,0.04,0.03,0.07,5.6000000000000005
26630,0.67,0.02,0.31,0.33,0.33
72503,0.9,0.0,0.1,0.1,0.0
36667,0.0,0.0,1.0,1.0,1.0
13838,0.0,0.0,1.0,1.0,450.0
73762,0.78,0.07,0.15,0.22,66.0
56917,0.3,0.0,0.7,0.7,105.0
64901,0.34,0.19,0.47,0.6599999999999999,263.99999999999994
11878,0.0,0.0,1.0,1.0,800.0
11761,0.97,0.03,0.0,0.03,0.0
22410,0.98,0.01,0.01,0.02,10.0
29102,0.83,0.08,0.09,0.16999999999999998,42.49999999999999
36539,0.0,0.0,1.0,1.0,60.0
9758,0.45,0.0,0.55,0.55,0.0
28981,0.03,0.0,0.97,0.97,0.0
56273,0.94,0.02,0.04,0.06,0.0
35854,0.01,0.0,0.99,0.99,495.0
38840,0.75,0.01,0.24,0.25,0.0
32235,0.92,0.01,0.07,0.08,0.08
36097,0.15,0.0,0.85,0.85,204.0
54661,0.0,0.0,1.0,1.0,0.0
61700,0.36,0.07,0.57,0.6399999999999999,28.799999999999997
71556,0.82,0.02,0.16,0.18,0.18
9296,0.0,0.0,1.0,1.0,560.0
26823,0.9,0.03,0.07,0.1,0.1
45401,0.99,0.0,0.01,0.01,0.5
862,0.94,0.0,0.06,0.06,1.7999999999999998
12857,0.02,0.0,0.98,0.98,298.9
60984,0.67,0.33,0.0,0.33,75.9
68476,1.0,0.0,0.0,0.0,0.0
18299,0.0,1.0,0.0,1.0,1.0
48846,0.85,0.0,0.15,0.15,0.0
6446,0.05,0.08,0.87,0.95,256.5
63522,0.98,0.0,0.02,0.02,0.02
66298,0.85,0.04,0.11,0.15,79.5
39348,0.75,0.25,0.0,0.25,13.0
25325,0.5,0.31,0.19,0.5,200.0
38166,0.67,0.31,0.02,0.33,49.5
10753,0.66,0.25,0.09,0.33999999999999997,176.79999999999998
6496,0.01,0.0,0.99,0.99,0.99
66416,0.03,0.71,0.26,0.97,436.5
47968,0.84,0.05,0.11,0.16,11.040000000000001
30436,0.01,0.0,0.99,0.99,0.0
53608,0.86,0.0,0.14,0.14,7.000000000000001
66036,0.43,0.02,0.55,0.5700000000000001,0.5700000000000001
46595,0.0,0.0,1.0,1.0,0.0
18890,0.0,0.04,0.96,1.0,1.0
1978,0.82,0.0,0.18,0.18,54.0
10656,1.0,0.0,0.0,0.0,0.0
69297,0.0,0.0,1.0,1.0,1.0
43482,0.0,0.0,1.0,1.0,1.0
43158,0.99,0.0,0.01,0.01,0.5
18733,0.79,0.0,0.21,0.21,16.8
27893,0.58,0.0,0.42,0.42,0.0
72342,0.49,0.0,0.51,0.51,25.5
37520,0.46,0.04,0.5,0.54,0.54
11453,0.66,0.19,0.15,0.33999999999999997,42.49999999999999
39911,0.13,0.25,0.62,0.87,0.87
51620,0.98,0.02,0.0,0.02,1.5
18133,1.0,0.0,0.0,0.0,0.0
4572,0.98,0.0,0.02,0.02,29.66
55691,0.81,0.12,0.07,0.19,0.0
42966,0.78,0.17,0.05,0.22000000000000003,0.0
66569,0.06,0.03,0.91,0.9400000000000001,0.9400000000000001
7200,0.04,0.01,0.95,0.96,348.47999999999996
53136,0.99,0.0,0.01,0.01,0.0
25723,0.06,0.0,0.94,0.94,0.0
66123,0.94,0.0,0.06,0.06,0.8999999999999999
7672,0.98,0.01,0.01,0.02,0.02
37943,0.72,0.18,0.1,0.28,98.00000000000001
2142,0.84,0.04,0.12,0.16,64.0
66405,0.84,0.03,0.13,0.16,80.0
13101,1.0,0.0,0.0,0.0,0.0
73963,0.36,0.0,0.64,0.64,0.64
26444,0.0,0.01,0.99,1.0,350.0
19007,0.91,0.0,0.09,0.09,13.5
71761,0.28,0.07,0.65,0.72,180.0
1467,0.01,0.0,0.99,0.99,0.0
35518,0.36,0.06,0.58,0.6399999999999999,0.0
32922,0.71,0.1,0.19,0.29000000000000004,43.50000000000001
43852,0.99,0.0,0.01,0.01,0.01
29438,0.66,0.06,0.28,0.34,119.00000000000001
56706,0.69,0.0,0.31,0.31,0.0
39407,0.56,0.11,0.33,0.44,132.0
58835,0.84,0.04,0.12,0.16,14.4
43397,1.0,0.0,0.0,0.0,0.0
9994,0.77,0.0,0.23,0.23,55.2
7622,0.0,0.0,1.0,1.0,0.0
34194,0.72,0.0,0.28,0.28,9.8
13045,0.64,0.01,0.35,0.36,0.0
32959,1.0,0.0,0.0,0.0,0.0
50876,0.95,0.03,0.02,0.05,10.0
31094,0.65,0.0,0.35,0.35,210.0
37473,0.96,0.0,0.04,0.04,2.6
61430,0.47,0.3,0.23,0.53,0.0
47922,0.89,0.11,0.0,0.11,0.0
52355,0.96,0.0,0.04,0.04,0.04
65517,0.19,0.03,0.78,0.81,298.89000000000004
42861,0.19,0.01,0.8,0.81,121.50000000000001
59615,0.24,0.0,0.76,0.76,0.0
28406,0.58,0.03,0.39,0.42000000000000004,21.000000000000004
3716,0.65,0.28,0.07,0.35000000000000003,35.0
219,0.99,0.0,0.01,0.01,0.4
2079,0.9,0.01,0.09,0.09999999999999999,0.09999999999999999
3612,0.43,0.03,0.54,0.5700000000000001,0.5700000000000001
50670,0.71,0.29,0.0,0.29,0.0
33118,0.03,0.0,0.97,0.97,0.0
25722,0.91,0.05,0.04,0.09,0.0
56582,1.0,0.0,0.0,0.0,0.0
7760,1.0,0.0,0.0,0.0,0.0
39295,0.77,0.0,0.23,0.23,34.5
68787,0.69,0.12,0.19,0.31,46.5
64264,0.0,0.0,1.0,1.0,0.0
35160,0.98,0.0,0.02,0.02,11.9
49452,0.93,0.07,0.0,0.07,0.0
53668,0.74,0.03,0.23,0.26,59.800000000000004
67380,0.89,0.01,0.1,0.11,0.0
45974,0.97,0.0,0.03,0.03,0.0
11062,0.0,0.0,1.0,1.0,0.0
27946,0.07,0.01,0.92,0.93,0.0
50414,0.88,0.0,0.12,0.12,25.2
38773,0.02,0.0,0.98,0.98,255.78
39624,0.99,0.01,0.0,0.01,0.53
72477,0.0,0.0,1.0,1.0,250.0
61146,0.74,0.04,0.22,0.26,169.0
22496,0.93,0.0,0.07,0.07,0.07
39554,0.23,0.02,0.75,0.77,0.77
23463,0.0,0.0,1.0,1.0,0.0
26384,0.03,0.0,0.97,0.97,0.0
42071,0.38,0.04,0.58,0.62,0.0
38972,0.95,0.01,0.04,0.05,0.0
44617,0.0,0.0,1.0,1.0,0.0
32282,0.7,0.11,0.19,0.3,105.0
8586,0.84,0.03,0.13,0.16,0.16
36903,0.99,0.0,0.01,0.01,0.1
55556,0.61,0.39,0.0,0.39,64.35000000000001
21436,0.89,0.02,0.09,0.11,0.0
17030,0.73,0.2,0.07,0.27,0.0
51806,0.0,0.01,0.99,1.0,250.0
44903,0.4,0.02,0.58,0.6,72.0
1957,0.01,0.0,0.99,0.99,0.0
20102,0.25,0.01,0.74,0.75,0.0
39391,0.92,0.08,0.0,0.08,0.0
10871,0.91,0.01,0.08,0.09,0.0
67815,0.91,0.02,0.07,0.09000000000000001,31.500000000000004
19183,0.5,0.0,0.5,0.5,0.0
17711,1.0,0.0,0.0,0.0,0.0
59743,0.97,0.0,0.03,0.03,0.8999999999999999
11844,0.89,0.0,0.11,0.11,11.0
40062,0.02,0.0,0.98,0.98,0.0
40682,0.47,0.07,0.46,0.53,1590.0
71690,0.98,0.0,0.02,0.02,4.0
22833,0.6,0.05,0.35,0.39999999999999997,99.99999999999999
16908,0.0,0.0,1.0,1.0,650.0
43496,0.01,0.0,0.99,0.99,148.5
62050,0.0,0.0,1.0,1.0,0.0
65634,0.96,0.0,0.04,0.04,16.0
6309,0.01,0.0,0.99,0.99,396.0
38784,0.98,0.0,0.02,0.02,0.02
38329,0.95,0.01,0.04,0.05,0.0
69029,0.16,0.03,0.81,0.8400000000000001,168.00000000000003
25515,0.0,0.0,1.0,1.0,0.0
30870,0.24,0.08,0.68,0.76,0.0
34228,0.85,0.02,0.13,0.15,184.5
42698,1.0,0.0,0.0,0.0,0.0
31674,0.13,0.07,0.8,0.8700000000000001,52.2
2848,0.43,0.29,0.28,0.5700000000000001,0.0
52616,1.0,0.0,0.0,0.0,0.0
28760,1.0,0.0,0.0,0.0,0.0
1188,0.82,0.0,0.18,0.18,0.0
13957,0.56,0.01,0.43,0.44,0.0
20847,0.96,0.0,0.04,0.04,28.48
39895,0.85,0.06,0.09,0.15,36.9
44133,0.57,0.0,0.43,0.43,0.43
47704,0.62,0.34,0.04,0.38,0.0
68173,0.95,0.0,0.05,0.05,0.05
40526,0.98,0.0,0.02,0.02,0.0
26285,0.1,0.0,0.9,0.9,450.0
67502,0.05,0.01,0.94,0.95,0.0
57809,0.98,0.01,0.01,0.02,1.3
3915,0.46,0.03,0.51,0.54,113.4
69110,0.04,0.96,0.0,0.96,0.0
21675,0.97,0.02,0.01,0.03,0.0
16738,0.95,0.0,0.05,0.05,7.65
13627,0.75,0.01,0.24,0.25,14.0
13404,0.06,0.06,0.88,0.94,0.0
16649,0.68,0.0,0.32,0.32,32.0
8572,0.96,0.0,0.04,0.04,0.8
71169,0.69,0.07,0.24,0.31,93.0
71519,0.81,0.1,0.09,0.19,0.0
72287,0.06,0.09,0.85,0.94,183.29999999999998
19168,0.8,0.0,0.2,0.2,0.0
25981,0.93,0.01,0.06,0.06999999999999999,10.499999999999998
33996,0.0,0.0,1.0,1.0,0.0
69749,0.83,0.04,0.13,0.17,68.0
53037,0.3,0.17,0.53,0.7000000000000001,210.00000000000003
49611,0.73,0.15,0.12,0.27,0.0
52353,0.0,0.0,1.0,1.0,1.0
71599,0.21,0.77,0.02,0.79,0.0
29631,0.98,0.0,0.02,0.02,1.6
54016,0.99,0.01,0.0,0.01,1.03
71623,0.0,0.0,1.0,1.0,110.0
67739,0.87,0.11,0.02,0.13,0.0
30275,0.47,0.1,0.43,0.53,185.5
29073,0.99,0.01,0.0,0.01,0.5
59974,1.0,0.0,0.0,0.0,0.0
47612,0.77,0.15,0.08,0.22999999999999998,0.0
15654,0.97,0.02,0.01,0.03,4.32
12002,0.32,0.03,0.65,0.68,34.0
10489,0.02,0.01,0.97,0.98,0.98
49293,0.19,0.79,0.02,0.81,0.0
23467,0.97,0.01,0.02,0.03,1.5899999999999999
6668,0.7,0.3,0.0,0.3,0.0
6876,0.08,0.0,0.92,0.92,0.0
11289,0.02,0.0,0.98,0.98,0.98
30283,0.66,0.2,0.14,0.34,0.0
55091,0.42,0.07,0.51,0.5800000000000001,0.0
26166,0.86,0.03,0.11,0.14,8.4
3449,0.67,0.04,0.29,0.32999999999999996,98.99999999999999
7498,0.97,0.0,0.03,0.03,3.0
62730,0.64,0.02,0.34,0.36000000000000004,0.36000000000000004
68654,0.4,0.0,0.6,0.6,360.0
5300,0.36,0.03,0.61,0.64,224.0
22742,0.96,0.0,0.04,0.04,2.4
2653,0.12,0.01,0.87,0.88,0.0
71210,0.99,0.0,0.01,0.01,0.9
24301,0.0,0.0,1.0,1.0,1.0
51174,0.8,0.0,0.2,0.2,0.2
57324,0.99,0.0,0.01,0.01,0.8
47760,0.49,0.4,0.11,0.51,61.2
34478,0.88,0.02,0.1,0.12000000000000001,42.0
44012,1.0,0.0,0.0,0.0,0.0
50314,0.28,0.0,0.72,0.72,72.0
24528,1.0,0.0,0.0,0.0,0.0
57041,0.9,0.01,0.09,0.09999999999999999,0.0
6407,0.16,0.02,0.82,0.84,0.0
42635,0.03,0.0,0.97,0.97,231.82999999999998
73702,0.18666666666666668,0.7233333333333333,0.09,0.8133333333333332,0.0
67087,0.83,0.0,0.17,0.17,0.0
7398,0.02,0.0,0.98,0.98,372.4
20430,0.42,0.0,0.58,0.58,0.58
60819,0.79,0.21,0.0,0.21,0.0
59586,0.99,0.0,0.01,0.01,0.01
49192,0.61,0.02,0.37,0.39,19.5
39902,0.92,0.0,0.08,0.08,0.08
52301,0.0,0.0,1.0,1.0,0.0
50482,0.82,0.17,0.01,0.18000000000000002,41.400000000000006
36023,0.02,0.0,0.98,0.98,0.98
42509,0.11,0.01,0.88,0.89,136.17000000000002
42398,0.84,0.03,0.13,0.16,0.0
56132,0.69,0.04,0.27,0.31,0.0
37018,0.99,0.0,0.01,0.01,0.75
33205,0.69,0.08,0.23,0.31,354.64
57405,0.01,0.0,0.99,0.99,0.0
66229,0.81,0.05,0.14,0.19,98.8
22953,0.0,0.0,1.0,1.0,0.0
67348,0.66,0.03,0.31,0.33999999999999997,153.0
10496,0.52,0.01,0.47,0.48,240.0
49208,0.02,0.0,0.98,0.98,490.0
29525,0.99,0.01,0.0,0.01,0.0
51648,0.49,0.0,0.51,0.51,0.0
49307,0.0,0.0,1.0,1.0,30.0
6408,0.55,0.0,0.45,0.45,0.0
53899,0.15,0.7,0.15,0.85,297.5
46623,0.64,0.14,0.22,0.36,0.0
12537,0.74,0.0,0.26,0.26,47.58
1365,0.08,0.03,0.89,0.92,625.6
54115,0.95,0.0,0.05,0.05,7.0
52656,0.55,0.01,0.44,0.45,1665.0
40498,0.26,0.28,0.46,0.74,66.6
48970,0.25,0.17,0.58,0.75,412.5
56235,0.58,0.12,0.3,0.42,0.42
36070,1.0,0.0,0.0,0.0,0.0
63964,0.83,0.01,0.16,0.17,10.200000000000001
32271,0.82,0.06,0.12,0.18,135.0
15011,0.48,0.01,0.51,0.52,62.400000000000006
38607,0.92,0.0,0.08,0.08,0.0
39836,0.0,0.0,1.0,1.0,0.0
65630,0.06,0.02,0.92,0.9400000000000001,1692.0
58295,0.56,0.01,0.43,0.44,171.16
4210,0.34,0.16,0.5,0.66,0.0
3161,1.0,0.0,0.0,0.0,0.0
21846,0.62,0.37,0.01,0.38,0.0
28509,0.55,0.09,0.36,0.44999999999999996,0.0
20933,1.0,0.0,0.0,0.0,0.0
20195,0.01,0.0,0.99,0.99,67.32
528,0.9,0.01,0.09,0.09999999999999999,0.0
55726,0.09,0.63,0.28,0.91,0.91
39291,0.16,0.01,0.83,0.84,0.84
39436,0.8,0.02,0.18,0.19999999999999998,29.999999999999996
29216,0.49,0.03,0.48,0.51,0.0
12682,0.07,0.0,0.93,0.93,93.0
48580,0.03,0.95,0.02,0.97,291.0
22504,0.98,0.0,0.02,0.02,0.02
54078,0.75,0.02,0.23,0.25,200.0
18687,0.5,0.44,0.06,0.5,122.5
41128,0.07,0.0,0.93,0.93,372.0
73213,0.74,0.14,0.12,0.26,0.0
52967,0.86,0.0,0.14,0.14,5.6000000000000005
73043,0.05,0.02,0.93,0.9500000000000001,0.9500000000000001
23440,0.76,0.0,0.24,0.24,1.2
51098,0.04,0.5,0.46,0.96,0.0
37286,0.99,0.01,0.0,0.01,0.0
3953,0.77,0.03,0.2,0.23,0.23
70347,0.83,0.05,0.12,0.16999999999999998,50.99999999999999
61706,1.0,0.0,0.0,0.0,0.0
45392,0.01,0.0,0.99,0.99,495.0
12844,0.39,0.61,0.0,0.61,0.0
8890,0.57,0.29,0.14,0.43,1087.9
49091,0.78,0.06,0.16,0.22,66.0
44085,0.95,0.03,0.02,0.05,0.0
19625,0.65,0.34,0.01,0.35000000000000003,109.20000000000002
44799,0.2,0.02,0.78,0.8,120.0
36158,0.77,0.2,0.03,0.23,21.85
36397,0.66,0.02,0.32,0.34,0.0
13057,0.98,0.0,0.02,0.02,0.0
5874,0.75,0.18,0.07,0.25,85.75
9067,0.0,0.0,1.0,1.0,420.0
15956,0.85,0.0,0.15,0.15,37.5
3693,0.06,0.0,0.94,0.94,247.22
65220,0.03,0.75,0.22,0.97,311.37
31365,0.49,0.01,0.5,0.51,270.3
60072,0.54,0.36,0.1,0.45999999999999996,20.7
45524,0.26,0.51,0.23,0.74,0.0
536,0.02,0.0,0.98,0.98,0.0
21099,0.35,0.07,0.58,0.6499999999999999,0.0
45506,0.4,0.0,0.6,0.6,180.0
39120,0.96,0.0,0.04,0.04,0.0
66657,0.15,0.01,0.84,0.85,0.0
20094,0.9,0.0,0.1,0.1,0.1
20309,0.74,0.26,0.0,0.26,33.800000000000004
49113,0.04,0.02,0.94,0.96,240.0
44016,0.38,0.16,0.46,0.62,930.0
7210,0.73,0.05,0.22,0.27,86.4
34555,0.89,0.09,0.02,0.11,0.0
16088,0.2,0.04,0.76,0.8,0.0
25292,0.8,0.1,0.1,0.2,0.0
60748,0.09,0.01,0.9,0.91,70.07000000000001
27452,0.74,0.1,0.16,0.26,117.0
59367,0.01,0.0,0.99,0.99,148.5
59662,0.95,0.0,0.05,0.05,3.25
63833,1.0,0.0,0.0,0.0,0.0
63706,0.86,0.05,0.09,0.14,18.200000000000003
40887,0.39,0.05,0.56,0.6100000000000001,79.30000000000001
3501,0.98,0.02,0.0,0.02,3.0
20532,0.67,0.19,0.14,0.33,0.33
1386,0.0,1.0,0.0,1.0,0.0
34149,0.07,0.0,0.93,0.93,0.0
43398,0.82,0.16,0.02,0.18,63.0
49223,0.03,0.02,0.95,0.97,0.97
58176,0.0,0.0,1.0,1.0,0.0
57623,0.23,0.0,0.77,0.77,0.0
12860,0.97,0.0,0.03,0.03,1.65
30913,0.96,0.01,0.03,0.04,0.0
45960,0.49,0.05,0.46,0.51,153.0
34432,0.26,0.58,0.16,0.74,170.2
17486,0.35,0.01,0.64,0.65,0.65
65669,0.21,0.7,0.09,0.7899999999999999,102.69999999999999
37837,0.57,0.14,0.29,0.43,0.43
73292,0.02,0.0,0.98,0.98,0.0
11651,0.71,0.16,0.13,0.29000000000000004,0.0
29408,0.28,0.29,0.43,0.72,0.0
37866,0.99,0.0,0.01,0.01,0.5
69690,0.18,0.14,0.68,0.8200000000000001,287.0
53995,0.63,0.0,0.37,0.37,0.37
53366,0.43,0.07,0.5,0.5700000000000001,0.0
39328,0.02,0.01,0.97,0.98,0.0
2320,0.31,0.04,0.65,0.6900000000000001,69.0
67731,0.96,0.0,0.04,0.04,6.0
57014,0.0,0.0,1.0,1.0,0.0
62940,0.75,0.09,0.16,0.25,10.0
50725,0.08,0.04,0.88,0.92,77.28
2855,0.97,0.0,0.03,0.03,0.0
25922,0.55,0.42,0.03,0.44999999999999996,98.99999999999999
19440,0.98,0.0,0.02,0.02,0.02
31206,0.04,0.01,0.95,0.96,0.0
2349,0.07,0.0,0.93,0.93,0.0
57290,0.73,0.01,0.26,0.27,0.0
9508,0.75,0.19,0.06,0.25,21.25
66849,0.01,0.0,0.99,0.99,0.99
62431,0.9,0.04,0.06,0.1,10.0
23245,0.67,0.06,0.27,0.33,33.0
21360,0.57,0.3,0.13,0.43,0.0
44870,0.25,0.01,0.74,0.75,0.0
64287,0.77,0.06,0.17,0.23,34.5
44968,0.99,0.01,0.0,0.01,0.01
61846,0.99,0.0,0.01,0.01,1.0
49580,0.96,0.0,0.04,0.04,6.0
15928,0.0,0.0,1.0,1.0,0.0
25900,0.95,0.0,0.05,0.05,5.75
31819,0.03,0.01,0.96,0.97,291.0
48103,0.49,0.0,0.51,0.51,0.0
49852,1.0,0.0,0.0,0.0,0.0
17098,0.02,0.04,0.94,0.98,294.0
1767,0.23,0.02,0.75,0.77,0.0
33791,0.96,0.01,0.03,0.04,16.0
60357,0.07,0.0,0.93,0.93,0.0
27287,0.05,0.01,0.94,0.95,2375.0
50174,0.6,0.25,0.15,0.4,87.2
60161,0.77,0.17,0.06,0.23,124.2
10484,0.04,0.08,0.88,0.96,480.0
33521,0.33,0.0,0.67,0.67,0.0
56320,0.81,0.07,0.12,0.19,11.4
33643,0.11,0.0,0.89,0.89,44.5
22899,0.89,0.03,0.08,0.11,0.0
63343,0.13,0.01,0.86,0.87,348.0
29869,1.0,0.0,0.0,0.0,0.0
41463,0.91,0.0,0.09,0.09,20.7
23539,0.69,0.05,0.26,0.31,0.31
2230,0.93,0.0,0.07,0.07,7.000000000000001
26037,0.98,0.01,0.01,0.02,0.0
375,0.03,0.0,0.97,0.97,421.95
39654,0.46,0.01,0.53,0.54,0.0
53096,0.52,0.15,0.33,0.48,43.199999999999996
60168,1.0,0.0,0.0,0.0,0.0
16990,0.32,0.01,0.67,0.68,0.0
21007,1.0,0.0,0.0,0.0,0.0
14315,0.78,0.15,0.07,0.22,9.9
2177,1.0,0.0,0.0,0.0,0.0
49269,0.01,0.0,0.99,0.99,346.5
4671,0.86,0.0,0.14,0.14,0.14
44176,0.69,0.15,0.16,0.31,161.2
40998,0.06,0.01,0.93,0.9400000000000001,0.9400000000000001
7333,0.44,0.33,0.23,0.56,0.0
64091,0.83,0.15,0.02,0.16999999999999998,50.99999999999999
68831,0.0,0.0,1.0,1.0,60.0
42058,0.66,0.12,0.22,0.33999999999999997,136.0
7902,0.96,0.03,0.01,0.04,3.2
65022,0.63,0.01,0.36,0.37,0.0
28086,0.62,0.36,0.02,0.38,102.6
45360,0.57,0.02,0.41,0.43,516.0
45083,1.0,0.0,0.0,0.0,0.0
32905,0.85,0.08,0.07,0.15000000000000002,52.50000000000001
39259,0.71,0.25,0.04,0.29,21.75
38013,0.96,0.02,0.02,0.04,1.0
38895,0.9,0.0,0.1,0.1,3.0
35123,0.04,0.86,0.1,0.96,307.2
7111,0.0,0.0,1.0,1.0,230.0
35613,0.01,0.16,0.83,0.99,0.99
49983,0.01,0.0,0.99,0.99,0.0
7539,0.65,0.0,0.35,0.35,21.0
70967,0.28,0.05,0.67,0.7200000000000001,0.0
37779,0.01,0.01,0.98,0.99,0.99
17732,0.02,0.0,0.98,0.98,0.0
40619,0.0,0.0,1.0,1.0,400.0
13128,0.77,0.2,0.03,0.23,98.9
62321,1.0,0.0,0.0,0.0,0.0
41884,0.84,0.15,0.01,0.16,6.72
22763,0.43,0.32,0.25,0.5700000000000001,58.14000000000001
56616,0.38,0.03,0.59,0.62,0.0
48446,0.07,0.28,0.65,0.93,0.93
59810,1.0,0.0,0.0,0.0,0.0
15364,0.86,0.0,0.14,0.14,4.2
28596,0.69,0.0,0.31,0.31,15.5
16194,0.82,0.18,0.0,0.18,0.0
63304,0.84,0.03,0.13,0.16,24.96
18910,0.0,0.0,1.0,1.0,45.0
60481,0.45,0.5,0.05,0.55,0.0
42567,1.0,0.0,0.0,0.0,0.0
44374,0.23,0.01,0.76,0.77,0.0
1807,0.86,0.02,0.12,0.13999999999999999,76.99999999999999
51223,0.48,0.21,0.31,0.52,260.0
15702,0.0,0.0,1.0,1.0,0.0
11806,0.89,0.05,0.06,0.11,0.0
54631,0.57,0.28,0.15,0.43000000000000005,365.50000000000006
27402,0.29,0.7,0.01,0.71,42.599999999999994
3372,0.04,0.06,0.9,0.96,0.0
64730,0.96,0.0,0.04,0.04,0.6
17064,0.56,0.28,0.16,0.44000000000000006,66.00000000000001
26829,1.0,0.0,0.0,0.0,0.0
9453,0.92,0.0,0.08,0.08,8.0
67241,1.0,0.0,0.0,0.0,0.0
73217,0.54,0.0,0.46,0.46,0.0
66403,0.01,0.0,0.99,0.99,148.5
48472,0.67,0.33,0.0,0.33,0.0
64553,1.0,0.0,0.0,0.0,0.0
24516,0.35,0.03,0.62,0.65,91.0
20160,0.39,0.46,0.15,0.61,0.61
6966,0.15,0.72,0.13,0.85,425.0
65057,0.98,0.0,0.02,0.02,1.4000000000000001
17269,0.04,0.0,0.96,0.96,0.0
11662,1.0,0.0,0.0,0.0,0.0
27280,0.74,0.11,0.15,0.26,59.800000000000004
39968,0.13,0.01,0.86,0.87,126.15
33060,0.44,0.44,0.12,0.56,22.400000000000002
50189,0.42,0.04,0.54,0.5800000000000001,145.00000000000003
8863,0.68,0.2,0.12,0.32,240.0
18527,0.6,0.4,0.0,0.4,108.0
49700,0.42,0.29,0.29,0.58,75.39999999999999
71248,0.5,0.1,0.4,0.5,0.0
52907,0.02,0.0,0.98,0.98,245.0
7891,0.0,0.0,1.0,1.0,1.0
50648,0.0,0.0,1.0,1.0,0.0
51640,0.9,0.01,0.09,0.09999999999999999,0.09999999999999999
56160,0.0,0.0,1.0,1.0,0.0
61205,0.75,0.01,0.24,0.25,0.25
37237,0.97,0.02,0.01,0.03,0.0
39476,0.93,0.06,0.01,0.06999999999999999,0.0
12645,0.47,0.53,0.0,0.53,265.0
65423,0.82,0.01,0.17,0.18000000000000002,90.00000000000001
59104,0.01,0.04,0.95,0.99,0.99
12613,0.0,0.0,1.0,1.0,236.0
20577,1.0,0.0,0.0,0.0,0.0
32896,0.76,0.0,0.24,0.24,0.0
22800,0.86,0.01,0.13,0.14,14.000000000000002
15436,0.94,0.03,0.03,0.06,0.0
28147,0.0,0.01,0.99,1.0,286.0
62337,1.0,0.0,0.0,0.0,0.0
46824,0.01,0.0,0.99,0.99,0.99
37508,1.0,0.0,0.0,0.0,0.0
55768,0.86,0.04,0.1,0.14,0.0
60117,0.99,0.0,0.01,0.01,0.0
59651,0.27,0.04,0.69,0.73,0.0
40212,0.84,0.16,0.0,0.16,0.16
73448,0.74,0.0,0.26,0.26,65.0
51073,1.0,0.0,0.0,0.0,0.0
5001,0.99,0.0,0.01,0.01,0.9
33581,0.9,0.07,0.03,0.1,0.0
71443,0.94,0.0,0.06,0.06,12.0
52469,0.04,0.01,0.95,0.96,480.0
56512,0.27,0.04,0.69,0.73,0.0
36028,0.9,0.05,0.05,0.1,25.0
22096,1.0,0.0,0.0,0.0,0.0
48869,0.97,0.0,0.03,0.03,18.0
2988,1.0,0.0,0.0,0.0,0.0
18857,0.63,0.03,0.34,0.37,129.5
5138,0.02,0.0,0.98,0.98,343.0
13512,0.34,0.06,0.6,0.6599999999999999,151.79999999999998
20209,1.0,0.0,0.0,0.0,0.0
48604,0.25,0.0,0.75,0.75,0.75
66879,0.6,0.01,0.39,0.4,40.0
40331,0.0,0.0,1.0,1.0,250.0
49860,0.9,0.02,0.08,0.1,35.0
43322,0.0,0.0,1.0,1.0,50.0
13054,0.89,0.06,0.05,0.11,3.63
51553,0.44,0.23,0.33,0.56,444.08000000000004
10459,0.0,0.0,1.0,1.0,0.0
